WALWORTH | WISCONSIN
POPE | ARKANSAS
POPE | ILLINOIS
BACA | COLORADO
MARSHALL | ALABAMA
MARSHALL | ILLINOIS
MARSHALL | IOWA
MARSHALL | KANSAS
MARSHALL | KENTUCKY
MARSHALL | OKLAHOMA
MARSHALL | SOUTH DAKOTA
DAVISON | SOUTH DAKOTA
WHEELER | GEORGIA
WHEELER | OREGON
SALUDA | SOUTH CAROLINA
CHICKASAW | IOWA
TILLAMOOK | OREGON
DESHA | ARKANSAS
EDMUNDS | SOUTH DAKOTA
BREATHITT | KENTUCKY
BLECKLEY | GEORGIA
BROOKINGS | SOUTH DAKOTA
ADAMS | COLORADO
ADAMS | IDAHO
ADAMS | ILLINOIS
ADAMS | IOWA
TOWNS | GEORGIA
BUREAU | ILLINOIS
APPLING | GEORGIA
TALBOT | GEORGIA
PERQUIMANS | NORTH CAROLINA
OKLAHOMA | OKLAHOMA
GRANT | ARKANSAS
GRANT | KANSAS
GRANT | KENTUCKY
GRANT | LOUISIANA
GRANT | OKLAHOMA
GRANT | OREGON
GRANT | SOUTH DAKOTA
TUSCALOOSA | ALABAMA
MCCORMICK | SOUTH CAROLINA
WAPELLO | IOWA
POCAHONTAS | IOWA
DADE | GEORGIA
TREGO | KANSAS
HINSDALE | COLORADO
BULLOCK | ALABAMA
HARNETT | NORTH CAROLINA
LAUDERDALE | ALABAMA
BOULDER | COLORADO
EMANUEL | GEORGIA
WORTH | GEORGIA
WORTH | IOWA
DEWITT | TEXAS
GLYNN | GEORGIA
SHAWNEE | KANSAS
LAUREL | KENTUCKY
WAKE | NORTH CAROLINA
WOODS | OKLAHOMA
RICE | KANSAS
ROOKS | KANSAS
HART | GEORGIA
HART | KENTUCKY
SMITH | KANSAS
OSBORNE | KANSAS
KINGFISHER | OKLAHOMA
FAIRFIELD | SOUTH CAROLINA
POWESHIEK | IOWA
JO DAVIESS | ILLINOIS
PEORIA | ILLINOIS
COVINGTON | ALABAMA
PLAQUEMINES | LOUISIANA
HARVEY | KANSAS
TALLADEGA | ALABAMA
EARLY | GEORGIA
COLQUITT | GEORGIA
BARTOW | GEORGIA
NESS | KANSAS
WINNEBAGO | ILLINOIS
WINNEBAGO | IOWA
OBRIEN | IOWA
WOLFE | KENTUCKY
EMMET | IOWA
SAC | IOWA
CHOWAN | NORTH CAROLINA
MASSAC | ILLINOIS
PROWERS | COLORADO
MCCRACKEN | KENTUCKY
PENDER | NORTH CAROLINA
CHARLESTON | SOUTH CAROLINA
WASCO | OREGON
KIT CARSON | COLORADO
BULLITT | KENTUCKY
SPENCER | KENTUCKY
CLAY | ALABAMA
CLAY | ARKANSAS
CLAY | GEORGIA
CLAY | ILLINOIS
CLAY | IOWA
CLAY | KANSAS
CLAY | KENTUCKY
CLAY | NORTH CAROLINA
CLAY | SOUTH DAKOTA
ELLIS | KANSAS
ELLIS | OKLAHOMA
CALCASIEU | LOUISIANA
CLOUD | KANSAS
LIMESTONE | ALABAMA
TOOMBS | GEORGIA
PITTSBURG | OKLAHOMA
SEQUOYAH | OKLAHOMA
ST. HELENA | LOUISIANA
DAY | SOUTH DAKOTA
CHEYENNE | COLORADO
CHEYENNE | KANSAS
WOODFORD | ILLINOIS
WOODFORD | KENTUCKY
BALDWIN | ALABAMA
BALDWIN | GEORGIA
CROWLEY | COLORADO
MCINTOSH | GEORGIA
MCINTOSH | OKLAHOMA
BRANTLEY | GEORGIA
EFFINGHAM | GEORGIA
EFFINGHAM | ILLINOIS
HAMPTON | SOUTH CAROLINA
ARCHULETA | COLORADO
RINGGOLD | IOWA
TROUP | GEORGIA
WILL | ILLINOIS
RABUN | GEORGIA
LINCOLN | ARKANSAS
LINCOLN | COLORADO
LINCOLN | GEORGIA
LINCOLN | IDAHO
LINCOLN | KANSAS
LINCOLN | KENTUCKY
LINCOLN | LOUISIANA
LINCOLN | NORTH CAROLINA
LINCOLN | OKLAHOMA
LINCOLN | OREGON
LINCOLN | SOUTH DAKOTA
SEDGWICK | COLORADO
SEDGWICK | KANSAS
CASEY | KENTUCKY
JERSEY | ILLINOIS
CHAFFEE | COLORADO
MITCHELL | GEORGIA
MITCHELL | IOWA
MITCHELL | KANSAS
MITCHELL | NORTH CAROLINA
COLUMBUS | NORTH CAROLINA
BURKE | GEORGIA
BURKE | NORTH CAROLINA
JEFFERSON DAVIS | LOUISIANA
KANKAKEE | ILLINOIS
CATAWBA | NORTH CAROLINA
YUMA | COLORADO
BEAR LAKE | IDAHO
POWELL | KENTUCKY
SANBORN | SOUTH DAKOTA
CONCORDIA | LOUISIANA
CEDAR | IOWA
ELMORE | ALABAMA
ELMORE | IDAHO
LAURENS | GEORGIA
LAURENS | SOUTH CAROLINA
TENSAS | LOUISIANA
JONES | GEORGIA
JONES | IOWA
JONES | NORTH CAROLINA
JONES | SOUTH DAKOTA
SAN JUAN | COLORADO
NICHOLAS | KENTUCKY
POINTE COUPEE | LOUISIANA
FREMONT | COLORADO
FREMONT | IDAHO
FREMONT | IOWA
PRAIRIE | ARKANSAS
YADKIN | NORTH CAROLINA
HOKE | NORTH CAROLINA
SAN MIGUEL | COLORADO
CHESTERFIELD | SOUTH CAROLINA
TELLER | COLORADO
STRAFFORD | NEW HAMPSHIRE
FLOYD | GEORGIA
FLOYD | IOWA
FLOYD | KENTUCKY
LAKE | COLORADO
LAKE | ILLINOIS
LAKE | OREGON
LAKE | SOUTH DAKOTA
WARE | GEORGIA
GRAYSON | KENTUCKY
SCOTLAND | NORTH CAROLINA
AURORA | SOUTH DAKOTA
ROBERTSON | KENTUCKY
WILSON | KANSAS
WILSON | NORTH CAROLINA
HENDERSON | ILLINOIS
HENDERSON | KENTUCKY
HENDERSON | NORTH CAROLINA
HYDE | NORTH CAROLINA
HYDE | SOUTH DAKOTA
COOSA | ALABAMA
JOHNSON | ARKANSAS
JOHNSON | GEORGIA
JOHNSON | ILLINOIS
JOHNSON | IOWA
JOHNSON | KANSAS
JOHNSON | KENTUCKY
DORCHESTER | SOUTH CAROLINA
STOKES | NORTH CAROLINA
ROCKINGHAM | NEW HAMPSHIRE
ROCKINGHAM | NORTH CAROLINA
IBERIA | LOUISIANA
CODINGTON | SOUTH DAKOTA
CRISP | GEORGIA
GREENUP | KENTUCKY
JOSEPHINE | OREGON
WYANDOTTE | KANSAS
BLADEN | NORTH CAROLINA
COTTON | OKLAHOMA
MENARD | ILLINOIS
CANDLER | GEORGIA
TURNER | GEORGIA
TURNER | SOUTH DAKOTA
BAXTER | ARKANSAS
HENRY | ALABAMA
HENRY | GEORGIA
HENRY | ILLINOIS
HENRY | IOWA
HENRY | KENTUCKY
BARNWELL | SOUTH CAROLINA
FRANKLIN | ALABAMA
FRANKLIN | ARKANSAS
FRANKLIN | GEORGIA
FRANKLIN | IDAHO
FRANKLIN | ILLINOIS
FRANKLIN | IOWA
FRANKLIN | KANSAS
FRANKLIN | KENTUCKY
FRANKLIN | LOUISIANA
FRANKLIN | NORTH CAROLINA
MAGOFFIN | KENTUCKY
NORTON | KANSAS
TAMA | IOWA
WILKINSON | GEORGIA
DELTA | COLORADO
RED RIVER | LOUISIANA
ANDERSON | KANSAS
ANDERSON | KENTUCKY
ANDERSON | SOUTH CAROLINA
GRAFTON | NEW HAMPSHIRE
DREW | ARKANSAS
PICKENS | ALABAMA
PICKENS | GEORGIA
PICKENS | SOUTH CAROLINA
BLACK HAWK | IOWA
FAULKNER | ARKANSAS
LE FLORE | OKLAHOMA
NOBLE | OKLAHOMA
COLBERT | ALABAMA
WINSTON | ALABAMA
SPALDING | GEORGIA
ECHOLS | GEORGIA
MUSKOGEE | OKLAHOMA
SCHLEY | GEORGIA
ALASKA | z_NA
DUBUQUE | IOWA
EL PASO | COLORADO
WINNESHIEK | IOWA
MINER | SOUTH DAKOTA
PAULDING | GEORGIA
VALLEY | IDAHO
TAZEWELL | ILLINOIS
CLATSOP | OREGON
SEWARD | KANSAS
DALE | ALABAMA
ST. CHARLES | LOUISIANA
GWINNETT | GEORGIA
BERKELEY | SOUTH CAROLINA
GUTHRIE | IOWA
TANGIPAHOA | LOUISIANA
GLASCOCK | GEORGIA
ROGERS | OKLAHOMA
SCHUYLER | ILLINOIS
CLACKAMAS | OREGON
DESCHUTES | OREGON
ALLEGHANY | NORTH CAROLINA
BENNETT | SOUTH DAKOTA
PITKIN | COLORADO
CHASE | KANSAS
CLARENDON | SOUTH CAROLINA
LIVINGSTON | ILLINOIS
LIVINGSTON | KENTUCKY
LIVINGSTON | LOUISIANA
ONEIDA | IDAHO
OGLETHORPE | GEORGIA
PLYMOUTH | IOWA
HALIFAX | NORTH CAROLINA
FALL RIVER | SOUTH DAKOTA
ALLENDALE | SOUTH CAROLINA
STEVENS | KANSAS
BOND | ILLINOIS
IOWA | IOWA
OTTAWA | KANSAS
OTTAWA | OKLAHOMA
HOOD RIVER | OREGON
BEAVER | OKLAHOMA
BUTTS | GEORGIA
CHILTON | ALABAMA
STANLEY | SOUTH DAKOTA
BATH | KENTUCKY
HARMON | OKLAHOMA
PAYETTE | IDAHO
LAWRENCE | ALABAMA
LAWRENCE | ARKANSAS
LAWRENCE | ILLINOIS
LAWRENCE | KENTUCKY
LAWRENCE | SOUTH DAKOTA
GOODING | IDAHO
RAPIDES | LOUISIANA
LEXINGTON | SOUTH CAROLINA
COLES | ILLINOIS
EDGECOMBE | NORTH CAROLINA
DAWSON | GEORGIA
BRUNSWICK | NORTH CAROLINA
LOUISA | IOWA
PIERCE | GEORGIA
MEADE | KANSAS
MEADE | KENTUCKY
MEADE | SOUTH DAKOTA
DAVIE | NORTH CAROLINA
STAFFORD | KANSAS
COLUMBIA | ARKANSAS
COLUMBIA | GEORGIA
COLUMBIA | OREGON
LABETTE | KANSAS
CAMAS | IDAHO
BEN HILL | GEORGIA
JERAULD | SOUTH DAKOTA
ALAMANCE | NORTH CAROLINA
DECATUR | GEORGIA
DECATUR | IOWA
DECATUR | KANSAS
MENIFEE | KENTUCKY
ELK | KANSAS
KINGMAN | KANSAS
COFFEY | KANSAS
ROCK ISLAND | ILLINOIS
HARRISON | IOWA
HARRISON | KENTUCKY
CLEBURNE | ALABAMA
CLEBURNE | ARKANSAS
IZARD | ARKANSAS
BANNOCK | IDAHO
MORGAN | ALABAMA
MORGAN | COLORADO
MORGAN | GEORGIA
MORGAN | ILLINOIS
MORGAN | KENTUCKY
LEWIS | IDAHO
LEWIS | KENTUCKY
CUSTER | COLORADO
CUSTER | IDAHO
CUSTER | OKLAHOMA
CUSTER | SOUTH DAKOTA
CARTER | KENTUCKY
CARTER | OKLAHOMA
HOT SPRING | ARKANSAS
BENT | COLORADO
VERNON | LOUISIANA
CHARLES MIX | SOUTH DAKOTA
COWLEY | KANSAS
EAGLE | COLORADO
QUITMAN | GEORGIA
KOOTENAI | IDAHO
CASSIA | IDAHO
TRIGG | KENTUCKY
BALLARD | KENTUCKY
PERKINS | SOUTH DAKOTA
MARTIN | KENTUCKY
MARTIN | NORTH CAROLINA
WAYNE | GEORGIA
WAYNE | ILLINOIS
WAYNE | IOWA
WAYNE | KENTUCKY
WAYNE | NORTH CAROLINA
HAMLIN | SOUTH DAKOTA
HARPER | KANSAS
HARPER | OKLAHOMA
DUPAGE | ILLINOIS
ST. MARTIN | LOUISIANA
MOFFAT | COLORADO
LONOKE | ARKANSAS
ELLSWORTH | KANSAS
BRACKEN | KENTUCKY
LOWNDES | ALABAMA
LOWNDES | GEORGIA
HILLSBOROUGH | NEW HAMPSHIRE
LAS ANIMAS | COLORADO
MCCLAIN | OKLAHOMA
REPUBLIC | KANSAS
NORTHAMPTON | NORTH CAROLINA
WALKER | ALABAMA
WALKER | GEORGIA
CHESHIRE | NEW HAMPSHIRE
ORANGE | NORTH CAROLINA
IDAHO | IDAHO
KENDALL | ILLINOIS
RUSH | KANSAS
VAN BUREN | ARKANSAS
VAN BUREN | IOWA
WOODBURY | IOWA
BAKER | GEORGIA
BAKER | OREGON
OWYHEE | IDAHO
LEE | ALABAMA
LEE | ARKANSAS
LEE | GEORGIA
LEE | ILLINOIS
LEE | IOWA
LEE | KENTUCKY
LEE | NORTH CAROLINA
LEE | SOUTH CAROLINA
CARLISLE | KENTUCKY
TREUTLEN | GEORGIA
LUCAS | IOWA
HARALSON | GEORGIA
WASHINGTON | ALABAMA
WASHINGTON | ARKANSAS
WASHINGTON | COLORADO
WASHINGTON | GEORGIA
WASHINGTON | IDAHO
WASHINGTON | ILLINOIS
WASHINGTON | IOWA
WASHINGTON | KANSAS
WASHINGTON | KENTUCKY
WASHINGTON | LOUISIANA
WASHINGTON | NORTH CAROLINA
WASHINGTON | OKLAHOMA
WASHINGTON | OREGON
NEW HANOVER | NORTH CAROLINA
SIMPSON | KENTUCKY
WABAUNSEE | KANSAS
WICHITA | KANSAS
TAYLOR | GEORGIA
TAYLOR | IOWA
TAYLOR | KENTUCKY
WHITFIELD | GEORGIA
COMANCHE | KANSAS
COMANCHE | OKLAHOMA
MELLETTE | SOUTH DAKOTA
CROOK | OREGON
CHAMPAIGN | ILLINOIS
CALLOWAY | KENTUCKY
NELSON | KENTUCKY
NASH | NORTH CAROLINA
BELKNAP | NEW HAMPSHIRE
KIOWA | COLORADO
KIOWA | KANSAS
KIOWA | OKLAHOMA
HAND | SOUTH DAKOTA
BUTLER | ALABAMA
BUTLER | IOWA
BUTLER | KANSAS
BUTLER | KENTUCKY
GREGORY | SOUTH DAKOTA
MALHEUR | OREGON
HANSON | SOUTH DAKOTA
RAWLINS | KANSAS
ESCAMBIA | ALABAMA
KLAMATH | OREGON
WOODRUFF | ARKANSAS
CONWAY | ARKANSAS
NEMAHA | KANSAS
METCALFE | KENTUCKY
BOYLE | KENTUCKY
MCHENRY | ILLINOIS
CRAVEN | NORTH CAROLINA
CLINCH | GEORGIA
GRAY | KANSAS
ETOWAH | ALABAMA
CIMARRON | OKLAHOMA
CURRY | OREGON
BERTIE | NORTH CAROLINA
COBB | GEORGIA
RILEY | KANSAS
SCOTT | ARKANSAS
SCOTT | ILLINOIS
SCOTT | IOWA
SCOTT | KANSAS
SCOTT | KENTUCKY
GARLAND | ARKANSAS
CHESTER | SOUTH CAROLINA
CHEROKEE | ALABAMA
CHEROKEE | GEORGIA
CHEROKEE | IOWA
CHEROKEE | KANSAS
CHEROKEE | NORTH CAROLINA
CHEROKEE | OKLAHOMA
CHEROKEE | SOUTH CAROLINA
MUHLENBERG | KENTUCKY
MECKLENBURG | NORTH CAROLINA
KOSSUTH | IOWA
GENEVA | ALABAMA
ATKINSON | GEORGIA
KEARNY | KANSAS
GUNNISON | COLORADO
STARK | ILLINOIS
TWIGGS | GEORGIA
HERTFORD | NORTH CAROLINA
MERRIMACK | NEW HAMPSHIRE
MARENGO | ALABAMA
ZIEBACH | SOUTH DAKOTA
MARLBORO | SOUTH CAROLINA
EAST FELICIANA | LOUISIANA
CROSS | ARKANSAS
WHITLEY | KENTUCKY
ALLEN | KANSAS
ALLEN | KENTUCKY
ALLEN | LOUISIANA
UMATILLA | OREGON
CLEVELAND | ARKANSAS
CLEVELAND | NORTH CAROLINA
CLEVELAND | OKLAHOMA
WILLIAMSBURG | SOUTH CAROLINA
DODGE | GEORGIA
TEXAS | OKLAHOMA
MERCER | ILLINOIS
MERCER | KENTUCKY
MCLEAN | ILLINOIS
MCLEAN | KENTUCKY
SURRY | NORTH CAROLINA
HARNEY | OREGON
SHOSHONE | IDAHO
KNOX | ILLINOIS
KNOX | KENTUCKY
RICHMOND | GEORGIA
RICHMOND | NORTH CAROLINA
LEMHI | IDAHO
CULLMAN | ALABAMA
CATAHOULA | LOUISIANA
BOURBON | KANSAS
BOURBON | KENTUCKY
GARVIN | OKLAHOMA
BUNCOMBE | NORTH CAROLINA
CANADIAN | OKLAHOMA
GILLIAM | OREGON
WILCOX | ALABAMA
WILCOX | GEORGIA
BOISE | IDAHO
ATCHISON | KANSAS
POWER | IDAHO
EDMONSON | KENTUCKY
HAMILTON | ILLINOIS
HAMILTON | IOWA
HAMILTON | KANSAS
GALLATIN | ILLINOIS
GALLATIN | KENTUCKY
VERMILION | ILLINOIS
VERMILION | LOUISIANA
HUGHES | OKLAHOMA
HUGHES | SOUTH DAKOTA
DILLON | SOUTH CAROLINA
Year: 1994 transformed
1877 Counties

WALWORTH | WISCONSIN
CAMERON | PENNSYLVANIA
YOLO | CALIFORNIA
MUSKINGUM | OHIO
MORTON | NORTH DAKOTA
LANCASTER | PENNSYLVANIA
SISKIYOU | CALIFORNIA
CHRISTIAN | MISSOURI
CHEMUNG | NEW YORK
BUCHANAN | MISSOURI
RAMSEY | NORTH DAKOTA
FAYETTE | INDIANA
FAYETTE | OHIO
FAYETTE | PENNSYLVANIA
SCHOHARIE | NEW YORK
DESOTO | FLORIDA
APACHE | ARIZONA
CARROLL | INDIANA
CARROLL | MARYLAND
CARROLL | MISSOURI
CARROLL | OHIO
CASS | INDIANA
CASS | MISSOURI
CASS | NORTH DAKOTA
ST. LOUIS | MISSOURI
SOMERSET | MARYLAND
SOMERSET | PENNSYLVANIA
BARTON | MISSOURI
LOGAN | NORTH DAKOTA
LOGAN | OHIO
SUWANNEE | FLORIDA
GARRETT | MARYLAND
LEVY | FLORIDA
EAU CLAIRE | WISCONSIN
SAN MATEO | CALIFORNIA
SACRAMENTO | CALIFORNIA
PETTIS | MISSOURI
DEL NORTE | CALIFORNIA
LEHIGH | PENNSYLVANIA
JEFFERSON | FLORIDA
JEFFERSON | INDIANA
JEFFERSON | MISSOURI
JEFFERSON | NEW YORK
JEFFERSON | OHIO
JEFFERSON | PENNSYLVANIA
JEFFERSON | WASHINGTON
JEFFERSON | WISCONSIN
DANE | WISCONSIN
LAMOILLE | VERMONT
SHANNON | MISSOURI
BUTTE | CALIFORNIA
PLACER | CALIFORNIA
WEBSTER | MISSOURI
RANDOLPH | INDIANA
RANDOLPH | MISSOURI
ANNE ARUNDEL | MARYLAND
HAWAII | HAWAII
MAHONING | OHIO
BUFFALO | WISCONSIN
GARFIELD | UTAH
GARFIELD | WASHINGTON
BUCKS | PENNSYLVANIA
VENANGO | PENNSYLVANIA
VANDERBURGH | INDIANA
CLARK | INDIANA
CLARK | MISSOURI
CLARK | NEVADA
CLARK | OHIO
CLARK | WASHINGTON
CLARK | WISCONSIN
PRINCE GEORGES | MARYLAND
BLACKFORD | INDIANA
MASON | WASHINGTON
SALINE | MISSOURI
STUTSMAN | NORTH DAKOTA
PALM BEACH | FLORIDA
CLERMONT | OHIO
DUCHESNE | UTAH
GILA | ARIZONA
LACKAWANNA | PENNSYLVANIA
MINERAL | NEVADA
MEIGS | OHIO
DOUGLAS | MISSOURI
DOUGLAS | NEVADA
DOUGLAS | WASHINGTON
DOUGLAS | WISCONSIN
RENVILLE | NORTH DAKOTA
WAUSHARA | WISCONSIN
RICHLAND | NORTH DAKOTA
RICHLAND | OHIO
RICHLAND | WISCONSIN
JAY | INDIANA
SUFFOLK | NEW YORK
MADISON | FLORIDA
MADISON | INDIANA
MADISON | MISSOURI
MADISON | NEW YORK
MADISON | OHIO
HARDIN | OHIO
BURNETT | WISCONSIN
SHAWANO | WISCONSIN
CENTRE | PENNSYLVANIA
STONE | MISSOURI
STEUBEN | INDIANA
STEUBEN | NEW YORK
CALLAWAY | MISSOURI
GREENE | INDIANA
GREENE | MISSOURI
GREENE | NEW YORK
GREENE | OHIO
GREENE | PENNSYLVANIA
DUBOIS | INDIANA
GIBSON | INDIANA
SONOMA | CALIFORNIA
WINDHAM | CONNECTICUT
WINDHAM | VERMONT
BALTIMORE | MARYLAND
PUTNAM | FLORIDA
PUTNAM | INDIANA
PUTNAM | MISSOURI
PUTNAM | NEW YORK
PUTNAM | OHIO
WYOMING | NEW YORK
WYOMING | PENNSYLVANIA
SHERIDAN | NORTH DAKOTA
FLORENCE | WISCONSIN
CRAWFORD | INDIANA
CRAWFORD | MISSOURI
CRAWFORD | OHIO
CRAWFORD | PENNSYLVANIA
CRAWFORD | WISCONSIN
CUYAHOGA | OHIO
LYON | NEVADA
ELKHART | INDIANA
SAN JOAQUIN | CALIFORNIA
DAGGETT | UTAH
BEDFORD | PENNSYLVANIA
ROCKLAND | NEW YORK
ULSTER | NEW YORK
SAWYER | WISCONSIN
KOSCIUSKO | INDIANA
PINAL | ARIZONA
BROOME | NEW YORK
OZAUKEE | WISCONSIN
GENESEE | NEW YORK
RUTLAND | VERMONT
NASSAU | FLORIDA
NASSAU | NEW YORK
SHASTA | CALIFORNIA
SAN BENITO | CALIFORNIA
QUEEN ANNES | MARYLAND
EUREKA | NEVADA
CALEDONIA | VERMONT
MEDINA | OHIO
OWEN | INDIANA
GREEN LAKE | WISCONSIN
COLE | MISSOURI
SANTA CRUZ | ARIZONA
SANTA CRUZ | CALIFORNIA
CLALLAM | WASHINGTON
WALSH | NORTH DAKOTA
DISTRICT OF COLUMBIA | z_NA
WHITE PINE | NEVADA
RIPLEY | INDIANA
RIPLEY | MISSOURI
OSAGE | MISSOURI
LITCHFIELD | CONNECTICUT
MIAMI-DADE | FLORIDA
LORAIN | OHIO
ADAIR | MISSOURI
HOWARD | INDIANA
HOWARD | MARYLAND
HOWARD | MISSOURI
SEMINOLE | FLORIDA
DICKEY | NORTH DAKOTA
SIERRA | CALIFORNIA
AMADOR | CALIFORNIA
JENNINGS | INDIANA
KERN | CALIFORNIA
KITTITAS | WASHINGTON
LAMOURE | NORTH DAKOTA
NEW HAVEN | CONNECTICUT
HERKIMER | NEW YORK
HANCOCK | INDIANA
HANCOCK | OHIO
POTTER | PENNSYLVANIA
WABASH | INDIANA
WICOMICO | MARYLAND
BREVARD | FLORIDA
BOX ELDER | UTAH
ST. JOSEPH | INDIANA
GREEN | WISCONSIN
COCHISE | ARIZONA
COCONINO | ARIZONA
KING | WASHINGTON
PERSHING | NEVADA
WRIGHT | MISSOURI
SULLIVAN | INDIANA
SULLIVAN | MISSOURI
SULLIVAN | NEW YORK
SULLIVAN | PENNSYLVANIA
MOUNTRAIL | NORTH DAKOTA
CLINTON | INDIANA
CLINTON | MISSOURI
CLINTON | NEW YORK
CLINTON | OHIO
CLINTON | PENNSYLVANIA
DELAWARE | INDIANA
DELAWARE | NEW YORK
DELAWARE | OHIO
DELAWARE | PENNSYLVANIA
BOLLINGER | MISSOURI
PORTAGE | OHIO
PORTAGE | WISCONSIN
PULASKI | INDIANA
PULASKI | MISSOURI
BENTON | INDIANA
BENTON | MISSOURI
BENTON | WASHINGTON
KENT | MARYLAND
IRON | MISSOURI
IRON | UTAH
IRON | WISCONSIN
MONTGOMERY | INDIANA
MONTGOMERY | MARYLAND
MONTGOMERY | MISSOURI
MONTGOMERY | NEW YORK
MONTGOMERY | OHIO
MONTGOMERY | PENNSYLVANIA
SAN BERNARDINO | CALIFORNIA
BROWN | INDIANA
BROWN | OHIO
BROWN | WISCONSIN
HOWELL | MISSOURI
CHARITON | MISSOURI
VINTON | OHIO
SARASOTA | FLORIDA
CONTRA COSTA | CALIFORNIA
CECIL | MARYLAND
PLATTE | MISSOURI
CUMBERLAND | PENNSYLVANIA
COWLITZ | WASHINGTON
HETTINGER | NORTH DAKOTA
COLUSA | CALIFORNIA
BRONX | NEW YORK
DUNKLIN | MISSOURI
FULTON | INDIANA
FULTON | NEW YORK
FULTON | OHIO
FULTON | PENNSYLVANIA
UINTAH | UTAH
VERMILLION | INDIANA
MODOC | CALIFORNIA
MIFFLIN | PENNSYLVANIA
SHELBY | INDIANA
SHELBY | MISSOURI
SHELBY | OHIO
OSCEOLA | FLORIDA
WARREN | INDIANA
WARREN | MISSOURI
WARREN | NEW YORK
WARREN | OHIO
WARREN | PENNSYLVANIA
ERIE | NEW YORK
ERIE | OHIO
ERIE | PENNSYLVANIA
MAUI | HAWAII
SOLANO | CALIFORNIA
CALUMET | WISCONSIN
GRAND FORKS | NORTH DAKOTA
SANPETE | UTAH
GRIGGS | NORTH DAKOTA
ONTARIO | NEW YORK
MORROW | OHIO
CITRUS | FLORIDA
PRICE | WISCONSIN
DAVIS | UTAH
WARD | NORTH DAKOTA
SAN DIEGO | CALIFORNIA
TOLLAND | CONNECTICUT
CALHOUN | FLORIDA
GREENLEE | ARIZONA
WAUPACA | WISCONSIN
CAMDEN | MISSOURI
RENSSELAER | NEW YORK
FREDERICK | MARYLAND
VILAS | WISCONSIN
KANE | UTAH
WHATCOM | WASHINGTON
WYANDOT | OHIO
LAFAYETTE | FLORIDA
LAFAYETTE | MISSOURI
LAFAYETTE | WISCONSIN
OLIVER | NORTH DAKOTA
SEVIER | UTAH
TRINITY | CALIFORNIA
CARSON CITY | NEVADA
GRAND | UTAH
TREMPEALEAU | WISCONSIN
NEW YORK | NEW YORK
SAN FRANCISCO | CALIFORNIA
SUMMIT | OHIO
SUMMIT | UTAH
BARRON | WISCONSIN
LICKING | OHIO
SARATOGA | NEW YORK
PERRY | INDIANA
PERRY | MISSOURI
PERRY | OHIO
PERRY | PENNSYLVANIA
ST. LUCIE | FLORIDA
LAGRANGE | INDIANA
WASHOE | NEVADA
STANISLAUS | CALIFORNIA
NIAGARA | NEW YORK
MCKEAN | PENNSYLVANIA
HENDRY | FLORIDA
MILLER | MISSOURI
MISSISSIPPI | MISSOURI
MIDDLESEX | CONNECTICUT
ALPINE | CALIFORNIA
MONTOUR | PENNSYLVANIA
JUNIATA | PENNSYLVANIA
WELLS | INDIANA
WELLS | NORTH DAKOTA
PIMA | ARIZONA
NEVADA | CALIFORNIA
YORK | PENNSYLVANIA
CATTARAUGUS | NEW YORK
MIAMI | INDIANA
MIAMI | OHIO
OCONTO | WISCONSIN
FOND DU LAC | WISCONSIN
NEW MADRID | MISSOURI
MARION | FLORIDA
MARION | INDIANA
MARION | MISSOURI
MARION | OHIO
MCDONALD | MISSOURI
TOWNER | NORTH DAKOTA
DALLAS | MISSOURI
CARBON | PENNSYLVANIA
CARBON | UTAH
OKANOGAN | WASHINGTON
BOWMAN | NORTH DAKOTA
HOCKING | OHIO
JASPER | INDIANA
JASPER | MISSOURI
SIOUX | NORTH DAKOTA
DARKE | OHIO
CAYUGA | NEW YORK
FERRY | WASHINGTON
GILCHRIST | FLORIDA
KEWAUNEE | WISCONSIN
FOUNTAIN | INDIANA
GRAHAM | ARIZONA
ORLEANS | NEW YORK
ORLEANS | VERMONT
HIGHLANDS | FLORIDA
THURSTON | WASHINGTON
SANTA BARBARA | CALIFORNIA
SCIOTO | OHIO
ST. LAWRENCE | NEW YORK
LACLEDE | MISSOURI
RALLS | MISSOURI
SKAGIT | WASHINGTON
NAPA | CALIFORNIA
ADDISON | VERMONT
CLEARFIELD | PENNSYLVANIA
ST. CLAIR | MISSOURI
CHARLES | MARYLAND
WARRICK | INDIANA
OHIO | INDIANA
LUZERNE | PENNSYLVANIA
WASHBURN | WISCONSIN
EMERY | UTAH
CHITTENDEN | VERMONT
WAKULLA | FLORIDA
WESTCHESTER | NEW YORK
LIBERTY | FLORIDA
KAUAI | HAWAII
DEKALB | INDIANA
DEKALB | MISSOURI
CAMBRIA | PENNSYLVANIA
POLK | FLORIDA
POLK | MISSOURI
POLK | WISCONSIN
MARQUETTE | WISCONSIN
LAPORTE | INDIANA
CHAUTAUQUA | NEW YORK
SHEBOYGAN | WISCONSIN
UNION | FLORIDA
UNION | INDIANA
UNION | OHIO
UNION | PENNSYLVANIA
HIGHLAND | OHIO
HARFORD | MARYLAND
RICH | UTAH
YAKIMA | WASHINGTON
DIXIE | FLORIDA
STODDARD | MISSOURI
PASCO | FLORIDA
SCHUYLKILL | PENNSYLVANIA
ELKO | NEVADA
WASATCH | UTAH
JUAB | UTAH
BAYFIELD | WISCONSIN
PACIFIC | WASHINGTON
HUMBOLDT | CALIFORNIA
HUMBOLDT | NEVADA
ATHENS | OHIO
WHITE | INDIANA
EMMONS | NORTH DAKOTA
